,datadate,close,spread,profitR,historySpread,MACD,RSI,historySpreadNormalized,MACDNormalized,RSINormalized,SpreadNormalized
10,20020117,9850.04,137.77000000000044,0.014185149300832922,"[98.74, 87.6, -62.69, -46.5, -56.46, -26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -20.31, -20.31, -20.31, -20.31, -20.31, -20.31, -20.31, -20.31, -20.31]",-41.0957710946201,50.0,"[0.70695, 0.63197, -0.37962, -0.27065, -0.33769, -0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.09436, -0.09436, -0.09436, -0.09436, -0.09436, -0.09436, -0.09436, -0.09436, -0.09436]",-0.92513,0.23053,0.96965
11,20020118,9771.85,-78.19000000000051,-0.007938038830299199,"[98.74, 87.6, -62.69, -46.5, -56.46, -26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -25.13, -25.13, -25.13, -25.13, -25.13, -25.13, -25.13, -25.13]",-41.669489193110806,50.0,"[0.70695, 0.63197, -0.37962, -0.27065, -0.33769, -0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.12681, -0.12681, -0.12681, -0.12681, -0.12681, -0.12681, -0.12681, -0.12681]",-0.93764,0.23053,-0.48395
12,20020122,9713.8,-58.05000000000109,-0.005940533266474701,"[98.74, 87.6, -62.69, -46.5, -56.46, -26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -58.05, -27.66, -27.66, -27.66, -27.66, -27.66, -27.66, -27.66]",-43.07638080609009,50.0,"[0.70695, 0.63197, -0.37962, -0.27065, -0.33769, -0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, -0.14384, -0.14384, -0.14384, -0.14384, -0.14384, -0.14384, -0.14384]",-0.96832,0.23053,-0.34839
13,20020123,9730.96,17.159999999999854,0.001766558916181049,"[98.74, 87.6, -62.69, -46.5, -56.46, -26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -58.05, 17.16, -24.46, -24.46, -24.46, -24.46, -24.46, -24.46]",-40.03383157252753,50.0,"[0.70695, 0.63197, -0.37962, -0.27065, -0.33769, -0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, -0.1223, -0.1223, -0.1223, -0.1223, -0.1223, -0.1223]",-0.90197,0.23053,0.15784
14,20020124,9796.07,65.11000000000058,0.00669101506942793,"[98.74, 87.6, -62.69, -46.5, -56.46, -26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -58.05, 17.16, 65.11, -18.49, -18.49, -18.49, -18.49, -18.49]",-31.210652294523584,50.0,"[0.70695, 0.63197, -0.37962, -0.27065, -0.33769, -0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, -0.08211, -0.08211, -0.08211, -0.08211, -0.08211]",-0.70958,0.23053,0.48059
15,20020125,9840.08,44.01000000000022,0.004492617958017808,"[98.74, 87.6, -62.69, -46.5, -56.46, -26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -58.05, 17.16, 65.11, 44.01, -14.58, -14.58, -14.58, -14.58]",-20.502229048149005,50.0,"[0.70695, 0.63197, -0.37962, -0.27065, -0.33769, -0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, -0.0558, -0.0558, -0.0558, -0.0558]",-0.47608,0.23053,0.33857
16,20020128,9865.75,25.670000000000073,0.0026087186283039188,"[98.74, 87.6, -62.69, -46.5, -56.46, -26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -12.21, -12.21, -12.21]",-10.297211874290014,50.0,"[0.70695, 0.63197, -0.37962, -0.27065, -0.33769, -0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -0.03984, -0.03984, -0.03984]",-0.25356,0.23053,0.21512
17,20020129,9618.24,-247.51000000000022,-0.02508780376555253,"[98.74, 87.6, -62.69, -46.5, -56.46, -26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -247.51, -25.29, -25.29]",-18.352923710269508,50.0,"[0.70695, 0.63197, -0.37962, -0.27065, -0.33769, -0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, -0.12788, -0.12788]",-0.42922,0.23053,-1.62362
18,20020130,9762.86,144.6200000000008,0.015036014905013939,"[98.74, 87.6, -62.69, -46.5, -56.46, -26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -247.51, 144.62, -16.34]",-12.365162456262027,50.0,"[0.70695, 0.63197, -0.37962, -0.27065, -0.33769, -0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, -0.06764]",-0.29865,0.23053,1.01576
19,20020131,9920.0,157.13999999999942,0.016095693270209654,"[98.74, 87.6, -62.69, -46.5, -56.46, -26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -247.51, 144.62, 157.14]",2.9380671814743664,50.0,"[0.70695, 0.63197, -0.37962, -0.27065, -0.33769, -0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003]",0.03504,0.23053,1.10003
20,20020201,9907.26,-12.739999999999782,-0.0012842741935483737,"[87.6, -62.69, -46.5, -56.46, -26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -247.51, 144.62, 157.14, -12.74]",12.429790167759435,42.15635179153098,"[0.63197, -0.37962, -0.27065, -0.33769, -0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341]",0.24201,-0.39327,-0.04341
21,20020204,9687.09,-220.17000000000007,-0.02222309700159275,"[-62.69, -46.5, -56.46, -26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -247.51, 144.62, 157.14, -12.74, -220.17]",4.51537355746062,34.27710082533898,"[-0.37962, -0.27065, -0.33769, -0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396]",0.06943,-1.01991,-1.4396
22,20020205,9685.43,-1.6599999999998545,-0.00017136209119561485,"[-46.5, -56.46, -26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -247.51, 144.62, 157.14, -12.74, -220.17, -1.66]",0.040518928742841354,35.4656712347447,"[-0.27065, -0.33769, -0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117]",-0.02814,-0.92538,0.03117
23,20020206,9653.39,-32.04000000000087,-0.003308061696796205,"[-56.46, -26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -247.51, 144.62, 157.14, -12.74, -220.17, -1.66, -32.04]",-3.9827785889401355,35.75946103873786,"[-0.33769, -0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332]",-0.11587,-0.90202,-0.17332
24,20020207,9625.44,-27.94999999999891,-0.002895355931957444,"[-26.23, -80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -247.51, 144.62, 157.14, -12.74, -220.17, -1.66, -32.04, -27.95]",-7.2420491504286275,36.353206334045815,"[-0.13421, -0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579]",-0.18694,-0.8548,-0.14579
25,20020208,9744.24,118.79999999999927,0.012342292923751996,"[-80.33, -96.11, 32.73, -211.88, 137.77, -78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -247.51, 144.62, 157.14, -12.74, -220.17, -1.66, -32.04, -27.95, 118.8]",-0.4698378087411186,41.05844256316172,"[-0.49835, -0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197]",-0.03927,-0.48059,0.84197
26,20020211,9884.78,140.54000000000087,0.01442287956782673,"[-96.11, 32.73, -211.88, 137.77, -78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -247.51, 144.62, 157.14, -12.74, -220.17, -1.66, -32.04, -27.95, 118.8, 140.54]",13.623368405476754,47.25245340535337,"[-0.60457, 0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883]",0.26803,0.01202,0.9883
27,20020212,9863.74,-21.040000000000873,-0.0021285248634770326,"[32.73, -211.88, 137.77, -78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -247.51, 144.62, 157.14, -12.74, -220.17, -1.66, -32.04, -27.95, 118.8, 140.54, -21.04]",21.223734684911236,49.228874848170804,"[0.26264, -1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928]",0.43376,0.1692,-0.09928
28,20020213,9989.67,125.93000000000029,0.012766962632835055,"[-211.88, 137.77, -78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -247.51, 144.62, 157.14, -12.74, -220.17, -1.66, -32.04, -27.95, 118.8, 140.54, -21.04, 125.93]",33.68699978787241,51.735187872752896,"[-1.3838, 0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996]",0.70552,0.36853,0.88996
29,20020214,10001.99,12.319999999999709,0.0012332739720131158,"[137.77, -78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -247.51, 144.62, 157.14, -12.74, -220.17, -1.66, -32.04, -27.95, 118.8, 140.54, -21.04, 125.93, 12.32]",41.217786439127934,58.57961881522367,"[0.96965, -0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526]",0.86973,0.91287,0.12526
30,20020215,9903.04,-98.94999999999891,-0.009893031286773768,"[-78.19, -58.05, 17.16, 65.11, 44.01, 25.67, -247.51, 144.62, 157.14, -12.74, -220.17, -1.66, -32.04, -27.95, 118.8, 140.54, -21.04, 125.93, 12.32, -98.95]",38.0672797487591,51.6064500484966,"[-0.48395, -0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368]",0.80104,0.35829,-0.62368
31,20020219,9745.14,-157.90000000000146,-0.01594459883025834,"[-58.05, 17.16, 65.11, 44.01, 25.67, -247.51, 144.62, 157.14, -12.74, -220.17, -1.66, -32.04, -27.95, 118.8, 140.54, -21.04, 125.93, 12.32, -98.95, -157.9]",24.538285776757746,49.22772666554866,"[-0.34839, 0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047]",0.50603,0.16911,-1.02047
32,20020220,9941.17,196.03000000000065,0.020115667912415924,"[17.16, 65.11, 44.01, 25.67, -247.51, 144.62, 157.14, -12.74, -220.17, -1.66, -32.04, -27.95, 118.8, 140.54, -21.04, 125.93, 12.32, -98.95, -157.9, 196.03]",27.744527299071763,56.08823482158638,"[0.15784, 0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618]",0.57595,0.71473,1.3618
33,20020221,9834.68,-106.48999999999978,-0.010712018806639412,"[65.11, 44.01, 25.67, -247.51, 144.62, 157.14, -12.74, -220.17, -1.66, -32.04, -27.95, 118.8, 140.54, -21.04, 125.93, 12.32, -98.95, -157.9, 196.03, -106.49]",21.90265868719439,52.65048910876923,"[0.48059, 0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443]",0.44856,0.44133,-0.67443
34,20020222,9968.15,133.46999999999935,0.013571361752492184,"[44.01, 25.67, -247.51, 144.62, 157.14, -12.74, -220.17, -1.66, -32.04, -27.95, 118.8, 140.54, -21.04, 125.93, 12.32, -98.95, -157.9, 196.03, -106.49, 133.47]",25.959616360179826,54.24893085363806,"[0.33857, 0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443, 0.94071]",0.53703,0.56845,0.94071
35,20020225,10145.71,177.5599999999995,0.017812733556376914,"[25.67, -247.51, 144.62, 157.14, -12.74, -220.17, -1.66, -32.04, -27.95, 118.8, 140.54, -21.04, 125.93, 12.32, -98.95, -157.9, 196.03, -106.49, 133.47, 177.56]",38.76284773230567,57.07958657049008,"[0.21512, -1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443, 0.94071, 1.23748]",0.8162,0.79357,1.23748
36,20020226,10115.26,-30.44999999999891,-0.0030012685164467756,"[-247.51, 144.62, 157.14, -12.74, -220.17, -1.66, -32.04, -27.95, 118.8, 140.54, -21.04, 125.93, 12.32, -98.95, -157.9, 196.03, -106.49, 133.47, 177.56, -30.45]",43.013846849099096,55.766857269646984,"[-1.62362, 1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443, 0.94071, 1.23748, -0.16262]",0.9089,0.68917,-0.16262
37,20020227,10127.58,12.319999999999709,0.001217961772608911,"[144.62, 157.14, -12.74, -220.17, -1.66, -32.04, -27.95, 118.8, 140.54, -21.04, 125.93, 12.32, -98.95, -157.9, 196.03, -106.49, 133.47, 177.56, -30.45, 12.32]",44.31307229808336,63.20820280895381,"[1.01576, 1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443, 0.94071, 1.23748, -0.16262, 0.12526]",0.93723,1.28098,0.12526
38,20020228,10106.13,-21.450000000000728,-0.00211797882613618,"[157.14, -12.74, -220.17, -1.66, -32.04, -27.95, 118.8, 140.54, -21.04, 125.93, 12.32, -98.95, -157.9, 196.03, -106.49, 133.47, 177.56, -30.45, 12.32, -21.45]",41.43795469003468,59.50912767666691,"[1.10003, -0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443, 0.94071, 1.23748, -0.16262, 0.12526, -0.10204]",0.87453,0.98679,-0.10204
39,20020301,10368.86,262.7300000000014,0.025997092853545567,"[-12.74, -220.17, -1.66, -32.04, -27.95, 118.8, 140.54, -21.04, 125.93, 12.32, -98.95, -157.9, 196.03, -106.49, 133.47, 177.56, -30.45, 12.32, -21.45, 262.73]",54.13841636315204,61.746940655521485,"[-0.04341, -1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443, 0.94071, 1.23748, -0.16262, 0.12526, -0.10204, 1.81075]",1.15147,1.16477,1.81075
40,20020304,10586.82,217.95999999999913,0.021020632933610672,"[-220.17, -1.66, -32.04, -27.95, 118.8, 140.54, -21.04, 125.93, 12.32, -98.95, -157.9, 196.03, -106.49, 133.47, 177.56, -30.45, 12.32, -21.45, 262.73, 217.96]",72.95506098208435,66.05947744545693,"[-1.4396, 0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443, 0.94071, 1.23748, -0.16262, 0.12526, -0.10204, 1.81075, 1.50941]",1.56177,1.50774,1.50941
41,20020305,10433.41,-153.40999999999985,-0.014490659140327322,"[-1.66, -32.04, -27.95, 118.8, 140.54, -21.04, 125.93, 12.32, -98.95, -157.9, 196.03, -106.49, 133.47, 177.56, -30.45, 12.32, -21.45, 262.73, 217.96, -153.41]",70.75256582410577,68.21181063933625,"[0.03117, -0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443, 0.94071, 1.23748, -0.16262, 0.12526, -0.10204, 1.81075, 1.50941, -0.99025]",1.51375,1.67892,-0.99025
42,20020306,10574.29,140.88000000000102,0.01350277617768314,"[-32.04, -27.95, 118.8, 140.54, -21.04, 125.93, 12.32, -98.95, -157.9, 196.03, -106.49, 133.47, 177.56, -30.45, 12.32, -21.45, 262.73, 217.96, -153.41, 140.88]",74.11078037361376,70.31011507069674,"[-0.17332, -0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443, 0.94071, 1.23748, -0.16262, 0.12526, -0.10204, 1.81075, 1.50941, -0.99025, 0.99059]",1.58697,1.8458,0.99059
43,20020307,10525.37,-48.92000000000007,-0.004626315336538012,"[-27.95, 118.8, 140.54, -21.04, 125.93, 12.32, -98.95, -157.9, 196.03, -106.49, 133.47, 177.56, -30.45, 12.32, -21.45, 262.73, 217.96, -153.41, 140.88, -48.92]",68.49679083092029,69.7718924311823,"[-0.14579, 0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443, 0.94071, 1.23748, -0.16262, 0.12526, -0.10204, 1.81075, 1.50941, -0.99025, 0.99059, -0.28694]",1.46456,1.80299,-0.28694
44,20020308,10572.49,47.11999999999898,0.004476802240681144,"[118.8, 140.54, -21.04, 125.93, 12.32, -98.95, -157.9, 196.03, -106.49, 133.47, 177.56, -30.45, 12.32, -21.45, 262.73, 217.96, -153.41, 140.88, -48.92, 47.12]",63.52642258348595,71.28900717988371,"[0.84197, 0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443, 0.94071, 1.23748, -0.16262, 0.12526, -0.10204, 1.81075, 1.50941, -0.99025, 0.99059, -0.28694, 0.3595]",1.35618,1.92365,0.3595
45,20020311,10611.24,38.75,0.0036651725374059474,"[140.54, -21.04, 125.93, 12.32, -98.95, -157.9, 196.03, -106.49, 133.47, 177.56, -30.45, 12.32, -21.45, 262.73, 217.96, -153.41, 140.88, -48.92, 47.12, 38.75]",58.541075198284446,70.21714189775302,"[0.9883, -0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443, 0.94071, 1.23748, -0.16262, 0.12526, -0.10204, 1.81075, 1.50941, -0.99025, 0.99059, -0.28694, 0.3595, 0.30316]",1.24747,1.8384,0.30316
46,20020312,10632.35,21.110000000000582,0.001989399919330781,"[-21.04, 125.93, 12.32, -98.95, -157.9, 196.03, -106.49, 133.47, 177.56, -30.45, 12.32, -21.45, 262.73, 217.96, -153.41, 140.88, -48.92, 47.12, 38.75, 21.11]",52.54850878578941,68.46043293378571,"[-0.09928, 0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443, 0.94071, 1.23748, -0.16262, 0.12526, -0.10204, 1.81075, 1.50941, -0.99025, 0.99059, -0.28694, 0.3595, 0.30316, 0.18443]",1.1168,1.69869,0.18443
47,20020313,10501.85,-130.5,-0.012273862316421136,"[125.93, 12.32, -98.95, -157.9, 196.03, -106.49, 133.47, 177.56, -30.45, 12.32, -21.45, 262.73, 217.96, -153.41, 140.88, -48.92, 47.12, 38.75, 21.11, -130.5]",36.443612541261786,64.94927960641913,"[0.88996, 0.12526, -0.62368, -1.02047, 1.3618, -0.67443, 0.94071, 1.23748, -0.16262, 0.12526, -0.10204, 1.81075, 1.50941, -0.99025, 0.99059, -0.28694, 0.3595, 0.30316, 0.18443, -0.83604]",0.76563,1.41945,-0.83604
